Roll,Name,Email,Unnamed: 3,Unique
1401CS13,Samriddhi,Samriddhi@mycollege.in,,
1401CS28,Apratim,Apratim@mycollege.in,,
1401CS43,Akhil,Akhil@mycollege.in,,
1401CS58,Yashaswi,Yashaswi@mycollege.in,,
1401CS73,Divyanshu,Divyanshu@mycollege.in,,
1401CS88,Soniya,Soniya@mycollege.in,,
1401CH08,Lucky,Lucky@mycollege.in,,
1401CH23,Sonal,Sonal@mycollege.in,,
1401CH38,Mahendra,Mahendra@mycollege.in,,
1401CH53,Pankaj,Pankaj@mycollege.in,,
1401CH68,Rashi,Rashi@mycollege.in,,
1401CH83,Vigneshwaran,Vigneshwaran@mycollege.in,,
1401MM14,Chandran,Chandran@mycollege.in,,
1401MM29,Vardhamann,Vardhamann@mycollege.in,,
1401MM44,Chirayu,Chirayu@mycollege.in,,
1401MM59,Sharanya,Sharanya@mycollege.in,,
1401MM74,Shaileja,Shaileja@mycollege.in,,
1401MT07,Monish,Monish@mycollege.in,,
1401MT22,Jagriti,Jagriti@mycollege.in,,
1401MT37,Rishit,Rishit@mycollege.in,,
1401MT52,Noorsaba,Noorsaba@mycollege.in,,
1401MT67,Rouby,Rouby@mycollege.in,,
1401MC04,Kartik,Kartik@mycollege.in,,
1401MC19,Rama,Rama@mycollege.in,,
1401MC34,Thaanya,Thaanya@mycollege.in,,
1401MC49,Lekhraj,Lekhraj@mycollege.in,,
1401MC64,Manas,Manas@mycollege.in,,
1401CT04,Sourabh,Sourabh@mycollege.in,,
1401CT19,Monti,Monti@mycollege.in,,
1401CT34,Purnima,Purnima@mycollege.in,,
1401CT49,Yusuf,Yusuf@mycollege.in,,
1401CT64,Priyam,Priyam@mycollege.in,,
1401CE15,Jyoti,Jyoti@mycollege.in,,
1401CE30,Vaishnavi,Vaishnavi@mycollege.in,,
1401CE45,Aviral,Aviral@mycollege.in,,
1401EC04,Nimesh,Nimesh@mycollege.in,,
1401EC19,Sanskar,Sanskar@mycollege.in,,
1401EC34,Karishma,Karishma@mycollege.in,,
1401EC49,Dipa,Dipa@mycollege.in,,
1401CB10,Ajay,Ajay@mycollege.in,,
1401CB25,Ishika,Ishika@mycollege.in,,
1401CB40,Dheeraj,Dheeraj@mycollege.in,,
1401AI05,Aditi,Aditi@mycollege.in,,CS.csv
1401AI20,Kajal,Kajal@mycollege.in,,
1401AI35,Vivek,Vivek@mycollege.in,,
