Roll,Name,Email,Unnamed: 3,Unique
1401CS12,Bhumika,Bhumika@mycollege.in,,
1401CS27,Anwar,Anwar@mycollege.in,,
1401CS42,Swapnil,Swapnil@mycollege.in,,
1401CS57,Suryansh,Suryansh@mycollege.in,,
1401CS72,Geeta,Geeta@mycollege.in,,
1401CS87,Shikha,Shikha@mycollege.in,,
1401CH07,Abhay,Abhay@mycollege.in,,
1401CH22,Amol,Amol@mycollege.in,,
1401CH37,Anil,Anil@mycollege.in,,
1401CH52,Surya,Surya@mycollege.in,,
1401CH67,Udit,Udit@mycollege.in,,
1401CH82,Rashmi,Rashmi@mycollege.in,,
1401MM13,Sukumaran,Sukumaran@mycollege.in,,
1401MM28,Devadathan,Devadathan@mycollege.in,,
1401MM43,Bibhu,Bibhu@mycollege.in,,
1401MM58,Jahangeer,Jahangeer@mycollege.in,,
1401MM73,Sejal,Sejal@mycollege.in,,
1401MT06,Goldy,Goldy@mycollege.in,,
1401MT21,Ibrahim,Ibrahim@mycollege.in,,
1401MT36,Ritank,Ritank@mycollege.in,,
1401MT51,Nishu,Nishu@mycollege.in,,
1401MT66,Kausar,Kausar@mycollege.in,,
1401MC03,Arvind,Arvind@mycollege.in,,
1401MC18,Dhananjay,Dhananjay@mycollege.in,,
1401MC33,Sweta,Sweta@mycollege.in,,
1401MC48,Love,Love@mycollege.in,,
1401MC63,Aaryan,Aaryan@mycollege.in,,
1401CT03,Shilpi,Shilpi@mycollege.in,,
1401CT18,Vibhanshu,Vibhanshu@mycollege.in,,
1401CT33,Poonam,Poonam@mycollege.in,,
1401CT48,Avanish,Avanish@mycollege.in,,
1401CT63,Ragini,Ragini@mycollege.in,,
1401CE14,Mayank,Mayank@mycollege.in,,
1401CE29,Manish,Manish@mycollege.in,,
1401CE44,Vartika,Vartika@mycollege.in,,
1401EC03,Nimish,Nimish@mycollege.in,,
1401EC18,Satvik,Satvik@mycollege.in,,
1401EC33,Khushboo,Khushboo@mycollege.in,,
1401EC48,Durgesh,Durgesh@mycollege.in,,
1401CB09,Pragya,Pragya@mycollege.in,,
1401CB24,Akshat,Akshat@mycollege.in,,
1401CB39,Kunal,Kunal@mycollege.in,,
1401AI04,Ayush,Ayush@mycollege.in,,CH.csv
1401AI19,Himanshu,Himanshu@mycollege.in,,
1401AI34,Anurag,Anurag@mycollege.in,,
