Roll,Name,Email,Unnamed: 3,Unique
1401CS09,Ekta,Ekta@mycollege.in,,
1401CS24,Alka,Alka@mycollege.in,,
1401CS39,Akarsh,Akarsh@mycollege.in,,
1401CS54,Aparna,Aparna@mycollege.in,,
1401CS69,Yukti,Yukti@mycollege.in,,
1401CS84,Satyarth,Satyarth@mycollege.in,,
1401CH04,Shikhar,Shikhar@mycollege.in,,
1401CH19,Preeti,Preeti@mycollege.in,,
1401CH34,Harshvardhan,Harshvardhan@mycollege.in,,
1401CH49,Shailesh,Shailesh@mycollege.in,,
1401CH64,Tarun,Tarun@mycollege.in,,
1401CH79,Mukesh,Mukesh@mycollege.in,,
1401MM10,Deep,Deep@mycollege.in,,
1401MM25,Ayesha,Ayesha@mycollege.in,,
1401MM40,Hariharan,Hariharan@mycollege.in,,
1401MM55,Anshit,Anshit@mycollege.in,,
1401MM70,Archi,Archi@mycollege.in,,
1401MT03,Mritunjay,Mritunjay@mycollege.in,,
1401MT18,Suchita,Suchita@mycollege.in,,
1401MT33,Leena,Leena@mycollege.in,,
1401MT48,Aruba,Aruba@mycollege.in,,
1401MT63,Prakharendra,Prakharendra@mycollege.in,,
1401MT78,Kushan,Kushan@mycollege.in,,
1401MC15,Urmila,Urmila@mycollege.in,,
1401MC30,Mridul,Mridul@mycollege.in,,
1401MC45,Monica,Monica@mycollege.in,,
1401MC60,Ravisankar,Ravisankar@mycollege.in,,
1401MC75,Faraz,Faraz@mycollege.in,,
1401CT15,Varsha,Varsha@mycollege.in,,
1401CT30,Sapna,Sapna@mycollege.in,,
1401CT45,Amrit,Amrit@mycollege.in,,
1401CT60,Janvi,Janvi@mycollege.in,,
1401CE11,Shaurya,Shaurya@mycollege.in,,
1401CE26,Arushi,Arushi@mycollege.in,,
1401CE41,Nitin,Nitin@mycollege.in,,
1401CE56,Juhi,Juhi@mycollege.in,,
1401EC15,Prakhyat,Prakhyat@mycollege.in,,
1401EC30,Dev,Dev@mycollege.in,,
1401EC45,Nishtha,Nishtha@mycollege.in,,
1401CB06,Adarsh,Adarsh@mycollege.in,,
1401CB21,Ananya,Ananya@mycollege.in,,
1401CB36,Khushi,Khushi@mycollege.in,,
1401AI01,Abhishek,Abhishek@mycollege.in,,AI.csv
1401AI16,Saumya,Saumya@mycollege.in,,
1401AI31,Yash,Yash@mycollege.in,,
