Roll,Name,Email,Unnamed: 3,Unique
1401CS10,Adil,Adil@mycollege.in,,
1401CS25,Indora,Indora@mycollege.in,,
1401CS40,Navneet,Navneet@mycollege.in,,
1401CS55,Disha,Disha@mycollege.in,,
1401CS70,Vishesh,Vishesh@mycollege.in,,
1401CS85,Satyam,Satyam@mycollege.in,,
1401CH05,Jitendra,Jitendra@mycollege.in,,
1401CH20,Anand,Anand@mycollege.in,,
1401CH35,Ajit,Ajit@mycollege.in,,
1401CH50,Shoaib,Shoaib@mycollege.in,,
1401CH65,Samarth,Samarth@mycollege.in,,
1401CH80,Roshan,Roshan@mycollege.in,,
1401MM11,Dushyant,Dushyant@mycollege.in,,
1401MM26,Rizwa,Rizwa@mycollege.in,,
1401MM41,Pranav,Pranav@mycollege.in,,
1401MM56,Anubhuti,Anubhuti@mycollege.in,,
1401MM71,Arish,Arish@mycollege.in,,
1401MT04,Mudit,Mudit@mycollege.in,,
1401MT19,Sumaiya,Sumaiya@mycollege.in,,
1401MT34,Harshada,Harshada@mycollege.in,,
1401MT49,Ehtisham,Ehtisham@mycollege.in,,
1401MT64,Priyamvada,Priyamvada@mycollege.in,,
1401MC01,Indra,Indra@mycollege.in,,
1401MC16,Sudhakar,Sudhakar@mycollege.in,,
1401MC31,Vinay,Vinay@mycollege.in,,
1401MC46,Sabareesh,Sabareesh@mycollege.in,,
1401MC61,Mahesh,Mahesh@mycollege.in,,
1401CT01,Sudhanshu,Sudhanshu@mycollege.in,,
1401CT16,Sunny,Sunny@mycollege.in,,
1401CT31,Saloni,Saloni@mycollege.in,,
1401CT46,Arman,Arman@mycollege.in,,
1401CT61,Jai,Jai@mycollege.in,,
1401CE12,Kashish,Kashish@mycollege.in,,
1401CE27,Ishan,Ishan@mycollege.in,,
1401CE42,Himani,Himani@mycollege.in,,
1401EC01,Sania,Sania@mycollege.in,,
1401EC16,Saket,Saket@mycollege.in,,
1401EC31,Deepali,Deepali@mycollege.in,,
1401EC46,Dilip,Dilip@mycollege.in,,
1401CB07,Divya,Divya@mycollege.in,,
1401CB22,Priyanshi,Priyanshi@mycollege.in,,
1401CB37,Shweta,Shweta@mycollege.in,,
1401AI02,Aman,Aman@mycollege.in,,CB.csv
1401AI17,Rishabh,Rishabh@mycollege.in,,
1401AI32,Shreya,Shreya@mycollege.in,,
