Roll,Name,Email,Unnamed: 3,Unique
1401CS14,Anmol,Anmol@mycollege.in,,
1401CS29,Hasni,Hasni@mycollege.in,,
1401CS44,Madhav,Madhav@mycollege.in,,
1401CS59,Avinash,Avinash@mycollege.in,,
1401CS74,Jaswant,Jaswant@mycollege.in,,
1401CS89,Tanay,Tanay@mycollege.in,,
1401CH09,Smriti,Smriti@mycollege.in,,
1401CH24,Rishab,Rishab@mycollege.in,,
1401CH39,Ahmad,Ahmad@mycollege.in,,
1401CH54,Kaif,Kaif@mycollege.in,,
1401CH69,Shailendra,Shailendra@mycollege.in,,
1401CH84,Kriti,Kriti@mycollege.in,,
1401MM15,Anshul,Anshul@mycollege.in,,
1401MM30,Sairam,Sairam@mycollege.in,,
1401MM45,Sameeksha,Sameeksha@mycollege.in,,
1401MM60,Saudamini,Saudamini@mycollege.in,,
1401MM75,Gitanshu,Gitanshu@mycollege.in,,
1401MT08,Moosvi,Moosvi@mycollege.in,,
1401MT23,Khansa,Khansa@mycollege.in,,
1401MT38,Meenu,Meenu@mycollege.in,,
1401MT53,Punya,Punya@mycollege.in,,
1401MT68,Sanket,Sanket@mycollege.in,,
1401MC05,Kartikeya,Kartikeya@mycollege.in,,
1401MC20,Raj,Raj@mycollege.in,,
1401MC35,Rakesh,Rakesh@mycollege.in,,
1401MC50,Sahil,Sahil@mycollege.in,,
1401MC65,Surbhi,Surbhi@mycollege.in,,
1401CT05,Sonu,Sonu@mycollege.in,,
1401CT20,Minakshi,Minakshi@mycollege.in,,
1401CT35,Prajjwal,Prajjwal@mycollege.in,,
1401CT50,Anubhav,Anubhav@mycollege.in,,
1401CE01,Sarthak,Sarthak@mycollege.in,,
1401CE16,Parul,Parul@mycollege.in,,
1401CE31,Shreyansh,Shreyansh@mycollege.in,,
1401CE46,Abdul,Abdul@mycollege.in,,
1401EC05,Prabhakar,Prabhakar@mycollege.in,,
1401EC20,Prateek,Prateek@mycollege.in,,
1401EC35,Madhuri,Madhuri@mycollege.in,,
1401EC50,Rohith,Rohith@mycollege.in,,
1401CB11,Akanksha,Akanksha@mycollege.in,,
1401CB26,Mohit,Mohit@mycollege.in,,
1401CB41,Akshita,Akshita@mycollege.in,,
1401AI06,Anjali,Anjali@mycollege.in,,CT.csv
1401AI21,Ankit,Ankit@mycollege.in,,
1401AI36,Swati,Swati@mycollege.in,,
