Roll,Name,Email,Unnamed: 3,Unique
1401CS11,Ritesh,Ritesh@mycollege.in,,
1401CS26,Aqsa,Aqsa@mycollege.in,,
1401CS41,Om,Om@mycollege.in,,
1401CS56,Seema,Seema@mycollege.in,,
1401CS71,Ayushman,Ayushman@mycollege.in,,
1401CS86,Shilpa,Shilpa@mycollege.in,,
1401CH06,Chirag,Chirag@mycollege.in,,
1401CH21,Hemant,Hemant@mycollege.in,,
1401CH36,Poornima,Poornima@mycollege.in,,
1401CH51,Vishnu,Vishnu@mycollege.in,,
1401CH66,Ruchi,Ruchi@mycollege.in,,
1401CH81,Nandini,Nandini@mycollege.in,,
1401MM12,Anshuman,Anshuman@mycollege.in,,
1401MM27,Sanjeeda,Sanjeeda@mycollege.in,,
1401MM42,Babu,Babu@mycollege.in,,
1401MM57,Vashif,Vashif@mycollege.in,,
1401MM72,Shyamali,Shyamali@mycollege.in,,
1401MT05,Mubasshira,Mubasshira@mycollege.in,,
1401MT20,Himanshi,Himanshi@mycollege.in,,
1401MT35,Prathmesh,Prathmesh@mycollege.in,,
1401MT50,Nitya,Nitya@mycollege.in,,
1401MT65,Rajneesh,Rajneesh@mycollege.in,,
1401MC02,Sasi,Sasi@mycollege.in,,
1401MC17,Dhruva,Dhruva@mycollege.in,,
1401MC32,Sreekanth,Sreekanth@mycollege.in,,
1401MC47,Lakshmi,Lakshmi@mycollege.in,,
1401MC62,Mahato,Mahato@mycollege.in,,
1401CT02,Shivang,Shivang@mycollege.in,,
1401CT17,Vineeta,Vineeta@mycollege.in,,
1401CT32,Prachi,Prachi@mycollege.in,,
1401CT47,Archana,Archana@mycollege.in,,
1401CT62,Naziya,Naziya@mycollege.in,,
1401CE13,Vineet,Vineet@mycollege.in,,
1401CE28,Garima,Garima@mycollege.in,,
1401CE43,Sushil,Sushil@mycollege.in,,
1401EC02,Sangeeta,Sangeeta@mycollege.in,,
1401EC17,Rishika,Rishika@mycollege.in,,
1401EC32,Faizan,Faizan@mycollege.in,,
1401EC47,Ramanakanth,Ramanakanth@mycollege.in,,
1401CB08,Piyush,Piyush@mycollege.in,,
1401CB23,Suraj,Suraj@mycollege.in,,
1401CB38,Kavya,Kavya@mycollege.in,,
1401AI03,Harsh,Harsh@mycollege.in,,CE.csv
1401AI18,Shruti,Shruti@mycollege.in,,
1401AI33,Harshita,Harshita@mycollege.in,,
