Roll,Name,Email,Unnamed: 3,Unique
1401CS08,Narendra,Narendra@mycollege.in,,
1401CS23,Apurva,Apurva@mycollege.in,,
1401CS38,Abhyuday,Abhyuday@mycollege.in,,
1401CS53,Vatsalya,Vatsalya@mycollege.in,,
1401CS68,Umme,Umme@mycollege.in,,
1401CS83,Shreyash,Shreyash@mycollege.in,,
1401CH03,Naveen,Naveen@mycollege.in,,
1401CH18,Nitish,Nitish@mycollege.in,,
1401CH33,Abhijeet,Abhijeet@mycollege.in,,
1401CH48,Anupam,Anupam@mycollege.in,,
1401CH63,Kiran,Kiran@mycollege.in,,
1401CH78,Naman,Naman@mycollege.in,,
1401MM09,Utkarsha,Utkarsha@mycollege.in,,
1401MM24,Chandra,Chandra@mycollege.in,,
1401MM39,Brahmaputra,Brahmaputra@mycollege.in,,
1401MM54,Shwetanshi,Shwetanshi@mycollege.in,,
1401MM69,Archita,Archita@mycollege.in,,
1401MT02,Abhilasha,Abhilasha@mycollege.in,,
1401MT17,Noopur,Noopur@mycollege.in,,
1401MT32,Pranidhi,Pranidhi@mycollege.in,,
1401MT47,Eshma,Eshma@mycollege.in,,
1401MT62,Prasun,Prasun@mycollege.in,,
1401MT77,Saharsh,Saharsh@mycollege.in,,
1401MC14,Lalit,Lalit@mycollege.in,,
1401MC29,Yatharth,Yatharth@mycollege.in,,
1401MC44,Kavish,Kavish@mycollege.in,,
1401MC59,Mayur,Mayur@mycollege.in,,
1401MC74,Abhimanyu,Abhimanyu@mycollege.in,,
1401CT14,Virat,Virat@mycollege.in,,
1401CT29,Purvi,Purvi@mycollege.in,,
1401CT44,Shrishti,Shrishti@mycollege.in,,
1401CT59,Gargi,Gargi@mycollege.in,,
1401CE10,Ishita,Ishita@mycollege.in,,
1401CE25,Kshitij,Kshitij@mycollege.in,,
1401CE40,Akhilesh,Akhilesh@mycollege.in,,
1401CE55,Sunil,Sunil@mycollege.in,,
1401EC14,Manshi,Manshi@mycollege.in,,
1401EC29,Bhavya,Bhavya@mycollege.in,,
1401EC44,Mrithyunjay,Mrithyunjay@mycollege.in,,
1401CB05,Ashutosh,Ashutosh@mycollege.in,,
1401CB20,Vijay,Vijay@mycollege.in,,
1401CB35,Priyanka,Priyanka@mycollege.in,,
1401CB50,Neelesh,Neelesh@mycollege.in,,
1401AI15,Amit,Amit@mycollege.in,,
1401AI30,Varun,Varun@mycollege.in,,
1401AI45,Prakhar,Prakhar@mycollege.in,,
