Roll,Name,Email,Unnamed: 3,Unique
1401CS06,Sanjay,Sanjay@mycollege.in,,
1401CS21,Kundalik,Kundalik@mycollege.in,,
1401CS36,Aastha,Aastha@mycollege.in,,
1401CS51,Sandhya,Sandhya@mycollege.in,,
1401CS66,Aryan,Aryan@mycollege.in,,
1401CS81,Shivanshi,Shivanshi@mycollege.in,,
1401CH01,Nitesh,Nitesh@mycollege.in,,
1401CH16,Divyansh,Divyansh@mycollege.in,,
1401CH31,Ashwani,Ashwani@mycollege.in,,
1401CH46,Unnati,Unnati@mycollege.in,,
1401CH61,Tharun,Tharun@mycollege.in,,
1401CH76,Rajat,Rajat@mycollege.in,,
1401MM07,Sathwika,Sathwika@mycollege.in,,
1401MM22,Abbas,Abbas@mycollege.in,,
1401MM37,Rupanjali,Rupanjali@mycollege.in,,
1401MM52,Anunay,Anunay@mycollege.in,,
1401MM67,Zeal,Zeal@mycollege.in,,
1401MM82,Govindam,Govindam@mycollege.in,,
1401MT15,Vasundhara,Vasundhara@mycollege.in,,
1401MT30,Pradium,Pradium@mycollege.in,,
1401MT45,Neelu,Neelu@mycollege.in,,
1401MT60,Ronit,Ronit@mycollege.in,,
1401MT75,Sadiya,Sadiya@mycollege.in,,
1401MC12,Suresh,Suresh@mycollege.in,,
1401MC27,Laxmi,Laxmi@mycollege.in,,
1401MC42,Pradip,Pradip@mycollege.in,,
1401MC57,Mangal,Mangal@mycollege.in,,
1401MC72,Farhan,Farhan@mycollege.in,,
1401CT12,Vipin,Vipin@mycollege.in,,
1401CT27,Pakhi,Pakhi@mycollege.in,,
1401CT42,Sanjeev,Sanjeev@mycollege.in,,
1401CT57,Kushagra,Kushagra@mycollege.in,,
1401CE08,Ashish,Ashish@mycollege.in,,
1401CE23,Praveen,Praveen@mycollege.in,,
1401CE38,Vikash,Vikash@mycollege.in,,
1401CE53,Rohan,Rohan@mycollege.in,,
1401EC12,Mahima,Mahima@mycollege.in,,
1401EC27,Dhruv,Dhruv@mycollege.in,,
1401EC42,Sidhi,Sidhi@mycollege.in,,
1401CB03,Abhinav,Abhinav@mycollege.in,,
1401CB18,Aniket,Aniket@mycollege.in,,
1401CB33,Shraddha,Shraddha@mycollege.in,,
1401CB48,Pawan,Pawan@mycollege.in,,
1401AI13,Utkarsh,Utkarsh@mycollege.in,,
1401AI28,Shashank,Shashank@mycollege.in,,
1401AI43,Sakshi,Sakshi@mycollege.in,,
