Roll,Name,Email,Unnamed: 3,Unique
1401AI02,Aman,Aman@mycollege.in,,CB.csv
1401CT03,Shilpi,Shilpi@mycollege.in,,
1401AI05,Aditi,Aditi@mycollege.in,,CS.csv
1401CT06,Shakti,Shakti@mycollege.in,,
1401AI08,Anushka,Anushka@mycollege.in,,MC.csv
1401CT09,Shalu,Shalu@mycollege.in,,
1401AI11,Muskan,Muskan@mycollege.in,,
1401CT12,Vipin,Vipin@mycollege.in,,
1401AI14,Vaibhav,Vaibhav@mycollege.in,,
1401CT15,Varsha,Varsha@mycollege.in,,
1401AI17,Rishabh,Rishabh@mycollege.in,,
1401CT18,Vibhanshu,Vibhanshu@mycollege.in,,
1401AI20,Kajal,Kajal@mycollege.in,,
1401CT21,Nitikarsh,Nitikarsh@mycollege.in,,
1401AI23,Nikhil,Nikhil@mycollege.in,,
1401CT24,Khanak,Khanak@mycollege.in,,
1401AI26,Priya,Priya@mycollege.in,,
1401CT27,Pakhi,Pakhi@mycollege.in,,
1401AI29,Akash,Akash@mycollege.in,,
1401CT30,Sapna,Sapna@mycollege.in,,
1401AI32,Shreya,Shreya@mycollege.in,,
1401CT33,Poonam,Poonam@mycollege.in,,
1401AI35,Vivek,Vivek@mycollege.in,,
1401CT36,Satya,Satya@mycollege.in,,
1401AI38,Aditya,Aditya@mycollege.in,,
1401CT39,Amaan,Amaan@mycollege.in,,
1401AI41,Krishna,Krishna@mycollege.in,,
1401CT42,Sanjeev,Sanjeev@mycollege.in,,
1401AI44,Shivani,Shivani@mycollege.in,,
1401CT45,Amrit,Amrit@mycollege.in,,
1401CE47,Sumeet,Sumeet@mycollege.in,,
1401MM48,Shreepriya,Shreepriya@mycollege.in,,
1401CT50,Anubhav,Anubhav@mycollege.in,,
1401CS52,Uttam,Uttam@mycollege.in,,
1401CH54,Kaif,Kaif@mycollege.in,,
1401CH56,Gayathri,Gayathri@mycollege.in,,
1401MC58,Tejas,Tejas@mycollege.in,,
1401CH61,Tharun,Tharun@mycollege.in,,
1401MC63,Aaryan,Aaryan@mycollege.in,,
1401CS66,Aryan,Aryan@mycollege.in,,
1401CS69,Yukti,Yukti@mycollege.in,,
1401CS72,Geeta,Geeta@mycollege.in,,
1401CS75,Hemanshu,Hemanshu@mycollege.in,,
1401MT78,Kushan,Kushan@mycollege.in,,
1401CH84,Kriti,Kriti@mycollege.in,,
