Roll,Name,Email,Unnamed: 3,Unique
1401CB01,Mansi,Mansi@mycollege.in,,
1401EC02,Sangeeta,Sangeeta@mycollege.in,,
1401CB04,Shivangi,Shivangi@mycollege.in,,
1401EC05,Prabhakar,Prabhakar@mycollege.in,,
1401CB07,Divya,Divya@mycollege.in,,
1401EC08,Monu,Monu@mycollege.in,,
1401CB10,Ajay,Ajay@mycollege.in,,
1401EC11,Mallika,Mallika@mycollege.in,,
1401CB13,Ritika,Ritika@mycollege.in,,
1401EC14,Manshi,Manshi@mycollege.in,,
1401CB16,Arun,Arun@mycollege.in,,
1401EC17,Rishika,Rishika@mycollege.in,,
1401CB19,Nikita,Nikita@mycollege.in,,
1401EC20,Prateek,Prateek@mycollege.in,,
1401CB22,Priyanshi,Priyanshi@mycollege.in,,
1401EC23,Pratham,Pratham@mycollege.in,,
1401CB25,Ishika,Ishika@mycollege.in,,
1401EC26,Dolly,Dolly@mycollege.in,,
1401CB28,Ankur,Ankur@mycollege.in,,
1401EC29,Bhavya,Bhavya@mycollege.in,,
1401CB31,Arpit,Arpit@mycollege.in,,
1401EC32,Faizan,Faizan@mycollege.in,,
1401CB34,Deepak,Deepak@mycollege.in,,
1401EC35,Madhuri,Madhuri@mycollege.in,,
1401CB37,Shweta,Shweta@mycollege.in,,
1401EC38,Jahanvi,Jahanvi@mycollege.in,,
1401CB40,Dheeraj,Dheeraj@mycollege.in,,
1401EC41,Rana,Rana@mycollege.in,,
1401CB43,Sneha,Sneha@mycollege.in,,
1401EC44,Mrithyunjay,Mrithyunjay@mycollege.in,,
1401CE46,Abdul,Abdul@mycollege.in,,
1401MM47,Chhavi,Chhavi@mycollege.in,,
1401CT49,Yusuf,Yusuf@mycollege.in,,
1401CH51,Vishnu,Vishnu@mycollege.in,,
1401CE53,Rohan,Rohan@mycollege.in,,
1401MT54,Nihal,Nihal@mycollege.in,,
1401CH57,Pradeep,Pradeep@mycollege.in,,
1401MC59,Mayur,Mayur@mycollege.in,,
1401CH62,Karan,Karan@mycollege.in,,
1401MC64,Manas,Manas@mycollege.in,,
1401MC67,Amar,Amar@mycollege.in,,
1401MC70,Venkata,Venkata@mycollege.in,,
1401MC73,Vignesh,Vignesh@mycollege.in,,
1401MM76,Mansoon,Mansoon@mycollege.in,,
1401MM80,Prajeeth,Prajeeth@mycollege.in,,
1401CS89,Tanay,Tanay@mycollege.in,,
