Roll,Name,Email,Unnamed: 3,Unique
1401EC01,Sania,Sania@mycollege.in,,
1401CB03,Abhinav,Abhinav@mycollege.in,,
1401EC04,Nimesh,Nimesh@mycollege.in,,
1401CB06,Adarsh,Adarsh@mycollege.in,,
1401EC07,Neetika,Neetika@mycollege.in,,
1401CB09,Pragya,Pragya@mycollege.in,,
1401EC10,Nilesh,Nilesh@mycollege.in,,
1401CB12,Neeraj,Neeraj@mycollege.in,,
1401EC13,Mehak,Mehak@mycollege.in,,
1401CB15,Nisha,Nisha@mycollege.in,,
1401EC16,Saket,Saket@mycollege.in,,
1401CB18,Aniket,Aniket@mycollege.in,,
1401EC19,Sanskar,Sanskar@mycollege.in,,
1401CB21,Ananya,Ananya@mycollege.in,,
1401EC22,Rekha,Rekha@mycollege.in,,
1401CB24,Akshat,Akshat@mycollege.in,,
1401EC25,Devansh,Devansh@mycollege.in,,
1401CB27,Palak,Palak@mycollege.in,,
1401EC28,Deeksha,Deeksha@mycollege.in,,
1401CB30,Ravi,Ravi@mycollege.in,,
1401EC31,Deepali,Deepali@mycollege.in,,
1401CB33,Shraddha,Shraddha@mycollege.in,,
1401EC34,Karishma,Karishma@mycollege.in,,
1401CB36,Khushi,Khushi@mycollege.in,,
1401EC37,Jahnavi,Jahnavi@mycollege.in,,
1401CB39,Kunal,Kunal@mycollege.in,,
1401EC40,Kamini,Kamini@mycollege.in,,
1401CB42,Riya,Riya@mycollege.in,,
1401EC43,Hartesh,Hartesh@mycollege.in,,
1401CB45,Isha,Isha@mycollege.in,,
1401MC46,Sabareesh,Sabareesh@mycollege.in,,
1401CS48,Arunima,Arunima@mycollege.in,,
1401CB50,Neelesh,Neelesh@mycollege.in,,
1401MM51,Anusha,Anusha@mycollege.in,,
1401MC53,Santosh,Santosh@mycollege.in,,
1401MC55,Subash,Subash@mycollege.in,,
1401MT57,Shagun,Shagun@mycollege.in,,
1401CT60,Janvi,Janvi@mycollege.in,,
1401MT62,Prasun,Prasun@mycollege.in,,
1401MC65,Surbhi,Surbhi@mycollege.in,,
1401MC68,Anuj,Anuj@mycollege.in,,
1401MC71,Renu,Renu@mycollege.in,,
1401MC74,Abhimanyu,Abhimanyu@mycollege.in,,
1401MT77,Saharsh,Saharsh@mycollege.in,,
1401CS82,Shubh,Shubh@mycollege.in,,
1401CS94,Srishti,Srishti@mycollege.in,,
