Roll,Name,Email,Unnamed: 3,Unique
1401MT01,Mairaz,Mairaz@mycollege.in,,
1401CS03,Yogesh,Yogesh@mycollege.in,,
1401MT04,Mudit,Mudit@mycollege.in,,
1401CS06,Sanjay,Sanjay@mycollege.in,,
1401MT07,Monish,Monish@mycollege.in,,
1401CS09,Ekta,Ekta@mycollege.in,,
1401MT10,Toshit,Toshit@mycollege.in,,
1401CS12,Bhumika,Bhumika@mycollege.in,,
1401MT13,Kaushiki,Kaushiki@mycollege.in,,
1401CS15,Aayushi,Aayushi@mycollege.in,,
1401MT16,Kandarp,Kandarp@mycollege.in,,
1401CS18,Amisha,Amisha@mycollege.in,,
1401MT19,Sumaiya,Sumaiya@mycollege.in,,
1401CS21,Kundalik,Kundalik@mycollege.in,,
1401MT22,Jagriti,Jagriti@mycollege.in,,
1401CS24,Alka,Alka@mycollege.in,,
1401MT25,Ishwa,Ishwa@mycollege.in,,
1401CS27,Anwar,Anwar@mycollege.in,,
1401MT28,Priyesh,Priyesh@mycollege.in,,
1401CS30,Dalia,Dalia@mycollege.in,,
1401MT31,Omhari,Omhari@mycollege.in,,
1401CS33,Bramoni,Bramoni@mycollege.in,,
1401MT34,Harshada,Harshada@mycollege.in,,
1401CS36,Aastha,Aastha@mycollege.in,,
1401MT37,Rishit,Rishit@mycollege.in,,
1401CS39,Akarsh,Akarsh@mycollege.in,,
1401MT40,Shukant,Shukant@mycollege.in,,
1401CS42,Swapnil,Swapnil@mycollege.in,,
1401MT43,Shreyans,Shreyans@mycollege.in,,
1401CS45,Divyam,Divyam@mycollege.in,,
1401CB47,Kishan,Kishan@mycollege.in,,
1401MC48,Love,Love@mycollege.in,,
1401CS50,Nithisha,Nithisha@mycollege.in,,
1401CH52,Surya,Surya@mycollege.in,,
1401CE54,Shivansh,Shivansh@mycollege.in,,
1401CE56,Juhi,Juhi@mycollege.in,,
1401CT58,Hariom,Hariom@mycollege.in,,
1401MT60,Ronit,Ronit@mycollege.in,,
1401CT63,Ragini,Ragini@mycollege.in,,
1401CH66,Ruchi,Ruchi@mycollege.in,,
1401CH69,Shailendra,Shailendra@mycollege.in,,
1401CH72,Siddhant,Siddhant@mycollege.in,,
1401CH75,Aishwarya,Aishwarya@mycollege.in,,
1401MM78,Madhusri,Madhusri@mycollege.in,,
1401CS83,Shreyash,Shreyash@mycollege.in,,
