Roll,Name,Email,Unnamed: 3,Unique
1401CB02,Tushar,Tushar@mycollege.in,,
1401EC03,Nimish,Nimish@mycollege.in,,
1401CB05,Ashutosh,Ashutosh@mycollege.in,,
1401EC06,Nivedita,Nivedita@mycollege.in,,
1401CB08,Piyush,Piyush@mycollege.in,,
1401EC09,Pankhuri,Pankhuri@mycollege.in,,
1401CB11,Akanksha,Akanksha@mycollege.in,,
1401EC12,Mahima,Mahima@mycollege.in,,
1401CB14,Tanya,Tanya@mycollege.in,,
1401EC15,Prakhyat,Prakhyat@mycollege.in,,
1401CB17,Pallavi,Pallavi@mycollege.in,,
1401EC18,Satvik,Satvik@mycollege.in,,
1401CB20,Vijay,Vijay@mycollege.in,,
1401EC21,Prarthana,Prarthana@mycollege.in,,
1401CB23,Suraj,Suraj@mycollege.in,,
1401EC24,Devanshu,Devanshu@mycollege.in,,
1401CB26,Mohit,Mohit@mycollege.in,,
1401EC27,Dhruv,Dhruv@mycollege.in,,
1401CB29,Richa,Richa@mycollege.in,,
1401EC30,Dev,Dev@mycollege.in,,
1401CB32,Ankita,Ankita@mycollege.in,,
1401EC33,Khushboo,Khushboo@mycollege.in,,
1401CB35,Priyanka,Priyanka@mycollege.in,,
1401EC36,Maaz,Maaz@mycollege.in,,
1401CB38,Kavya,Kavya@mycollege.in,,
1401EC39,Kamran,Kamran@mycollege.in,,
1401CB41,Akshita,Akshita@mycollege.in,,
1401EC42,Sidhi,Sidhi@mycollege.in,,
1401CB44,Pranjal,Pranjal@mycollege.in,,
1401EC45,Nishtha,Nishtha@mycollege.in,,
1401CH47,Sachin,Sachin@mycollege.in,,
1401MT48,Aruba,Aruba@mycollege.in,,
1401EC50,Rohith,Rohith@mycollege.in,,
1401CT52,Anupriya,Anupriya@mycollege.in,,
1401CS54,Aparna,Aparna@mycollege.in,,
1401CS56,Seema,Seema@mycollege.in,,
1401MM58,Jahangeer,Jahangeer@mycollege.in,,
1401CS61,Subhra,Subhra@mycollege.in,,
1401MM63,Asad,Asad@mycollege.in,,
1401MC66,Deepshikha,Deepshikha@mycollege.in,,
1401MC69,Siddhesh,Siddhesh@mycollege.in,,
1401MC72,Farhan,Farhan@mycollege.in,,
1401MC75,Faraz,Faraz@mycollege.in,,
1401CH79,Mukesh,Mukesh@mycollege.in,,
1401CS84,Satyarth,Satyarth@mycollege.in,,
