Roll,Name,Email,Unnamed: 3,Unique
1401AI01,Abhishek,Abhishek@mycollege.in,,AI.csv
1401CT02,Shivang,Shivang@mycollege.in,,
1401AI04,Ayush,Ayush@mycollege.in,,CH.csv
1401CT05,Sonu,Sonu@mycollege.in,,
1401AI07,Shubham,Shubham@mycollege.in,,EC.csv
1401CT08,Shaqib,Shaqib@mycollege.in,,
1401AI10,Saurabh,Saurabh@mycollege.in,,MT.csv
1401CT11,Vipul,Vipul@mycollege.in,,
1401AI13,Utkarsh,Utkarsh@mycollege.in,,
1401CT14,Virat,Virat@mycollege.in,,
1401AI16,Saumya,Saumya@mycollege.in,,
1401CT17,Vineeta,Vineeta@mycollege.in,,
1401AI19,Himanshu,Himanshu@mycollege.in,,
1401CT20,Minakshi,Minakshi@mycollege.in,,
1401AI22,Gaurav,Gaurav@mycollege.in,,
1401CT23,Madhu,Madhu@mycollege.in,,
1401AI25,Prashant,Prashant@mycollege.in,,
1401CT26,Manya,Manya@mycollege.in,,
1401AI28,Shashank,Shashank@mycollege.in,,
1401CT29,Purvi,Purvi@mycollege.in,,
1401AI31,Yash,Yash@mycollege.in,,
1401CT32,Prachi,Prachi@mycollege.in,,
1401AI34,Anurag,Anurag@mycollege.in,,
1401CT35,Prajjwal,Prajjwal@mycollege.in,,
1401AI37,Vishal,Vishal@mycollege.in,,
1401CT38,Tanishq,Tanishq@mycollege.in,,
1401AI40,Ayushi,Ayushi@mycollege.in,,
1401CT41,Saurav,Saurav@mycollege.in,,
1401AI43,Sakshi,Sakshi@mycollege.in,,
1401CT44,Shrishti,Shrishti@mycollege.in,,
1401CB46,Sumit,Sumit@mycollege.in,,
1401MC47,Lakshmi,Lakshmi@mycollege.in,,
1401CS49,Niteesh,Niteesh@mycollege.in,,
1401CE51,Vikas,Vikas@mycollege.in,,
1401MT52,Noorsaba,Noorsaba@mycollege.in,,
1401MM54,Shwetanshi,Shwetanshi@mycollege.in,,
1401MT56,Nishchay,Nishchay@mycollege.in,,
1401CT59,Gargi,Gargi@mycollege.in,,
1401MT61,Rishu,Rishu@mycollege.in,,
1401CT64,Priyam,Priyam@mycollege.in,,
1401CS67,Vertika,Vertika@mycollege.in,,
1401CS70,Vishesh,Vishesh@mycollege.in,,
1401CS73,Divyanshu,Divyanshu@mycollege.in,,
1401CS76,Bhoopendra,Bhoopendra@mycollege.in,,
1401CS80,Shrestha,Shrestha@mycollege.in,,
1401CS88,Soniya,Soniya@mycollege.in,,
