Roll,Name,Email,Unnamed: 3,Unique
1401CS01,Arpita,Arpita@mycollege.in,,
1401MT02,Abhilasha,Abhilasha@mycollege.in,,
1401CS04,Deepika,Deepika@mycollege.in,,
1401MT05,Mubasshira,Mubasshira@mycollege.in,,
1401CS07,Mahek,Mahek@mycollege.in,,
1401MT08,Moosvi,Moosvi@mycollege.in,,
1401CS10,Adil,Adil@mycollege.in,,
1401MT11,Kanha,Kanha@mycollege.in,,
1401CS13,Samriddhi,Samriddhi@mycollege.in,,
1401MT14,Elamathi,Elamathi@mycollege.in,,
1401CS16,Akshay,Akshay@mycollege.in,,
1401MT17,Noopur,Noopur@mycollege.in,,
1401CS19,Amrita,Amrita@mycollege.in,,
1401MT20,Himanshi,Himanshi@mycollege.in,,
1401CS22,Durga,Durga@mycollege.in,,
1401MT23,Khansa,Khansa@mycollege.in,,
1401CS25,Indora,Indora@mycollege.in,,
1401MT26,Joshika,Joshika@mycollege.in,,
1401CS28,Apratim,Apratim@mycollege.in,,
1401MT29,Priyal,Priyal@mycollege.in,,
1401CS31,Aadharsh,Aadharsh@mycollege.in,,
1401MT32,Pranidhi,Pranidhi@mycollege.in,,
1401CS34,Nethaji,Nethaji@mycollege.in,,
1401MT35,Prathmesh,Prathmesh@mycollege.in,,
1401CS37,Aakriti,Aakriti@mycollege.in,,
1401MT38,Meenu,Meenu@mycollege.in,,
1401CS40,Navneet,Navneet@mycollege.in,,
1401MT41,Jashveer,Jashveer@mycollege.in,,
1401CS43,Akhil,Akhil@mycollege.in,,
1401MT44,Manaswini,Manaswini@mycollege.in,,
1401CT46,Arman,Arman@mycollege.in,,
1401CE48,Prerna,Prerna@mycollege.in,,
1401MM49,Nahid,Nahid@mycollege.in,,
1401EC51,Jagadeesh,Jagadeesh@mycollege.in,,
1401CT53,Anukriti,Anukriti@mycollege.in,,
1401CS55,Disha,Disha@mycollege.in,,
1401MC57,Mangal,Mangal@mycollege.in,,
1401CH60,Shriya,Shriya@mycollege.in,,
1401MC62,Mahato,Mahato@mycollege.in,,
1401CH65,Samarth,Samarth@mycollege.in,,
1401CH68,Rashi,Rashi@mycollege.in,,
1401CH71,Shubhi,Shubhi@mycollege.in,,
1401CH74,Kanika,Kanika@mycollege.in,,
1401CS77,Bhawana,Bhawana@mycollege.in,,
1401MM81,Gyanvi,Gyanvi@mycollege.in,,
1401CS92,Tanu,Tanu@mycollege.in,,
