Roll,Name,Email,Unnamed: 3,Unique
1401MC01,Indra,Indra@mycollege.in,,
1401CE03,Raghav,Raghav@mycollege.in,,
1401MC04,Kartik,Kartik@mycollege.in,,
1401CE06,Shivam,Shivam@mycollege.in,,
1401MC07,Mani,Mani@mycollege.in,,
1401CE09,Sandeep,Sandeep@mycollege.in,,
1401MC10,Surendra,Surendra@mycollege.in,,
1401CE12,Kashish,Kashish@mycollege.in,,
1401MC13,Karthikeya,Karthikeya@mycollege.in,,
1401CE15,Jyoti,Jyoti@mycollege.in,,
1401MC16,Sudhakar,Sudhakar@mycollege.in,,
1401CE18,Anshu,Anshu@mycollege.in,,
1401MC19,Rama,Rama@mycollege.in,,
1401CE21,Prakash,Prakash@mycollege.in,,
1401MC22,Chahat,Chahat@mycollege.in,,
1401CE24,Priyanshu,Priyanshu@mycollege.in,,
1401MC25,Raashi,Raashi@mycollege.in,,
1401CE27,Ishan,Ishan@mycollege.in,,
1401MC28,Krishan,Krishan@mycollege.in,,
1401CE30,Vaishnavi,Vaishnavi@mycollege.in,,
1401MC31,Vinay,Vinay@mycollege.in,,
1401CE33,Sarvesh,Sarvesh@mycollege.in,,
1401MC34,Thaanya,Thaanya@mycollege.in,,
1401CE36,Mohsin,Mohsin@mycollege.in,,
1401MC37,Raju,Raju@mycollege.in,,
1401CE39,Aayush,Aayush@mycollege.in,,
1401MC40,Pushkar,Pushkar@mycollege.in,,
1401CE42,Himani,Himani@mycollege.in,,
1401MC43,Mrityunjay,Mrityunjay@mycollege.in,,
1401CE45,Aviral,Aviral@mycollege.in,,
1401MM46,Ashmita,Ashmita@mycollege.in,,
1401CT48,Avanish,Avanish@mycollege.in,,
1401CE50,Neha,Neha@mycollege.in,,
1401MT51,Nishu,Nishu@mycollege.in,,
1401MM53,Vidit,Vidit@mycollege.in,,
1401MM55,Anshit,Anshit@mycollege.in,,
1401CH58,Ritu,Ritu@mycollege.in,,
1401MC60,Ravisankar,Ravisankar@mycollege.in,,
1401CH63,Kiran,Kiran@mycollege.in,,
1401MM65,Asmita,Asmita@mycollege.in,,
1401MM68,Areeb,Areeb@mycollege.in,,
1401MM71,Arish,Arish@mycollege.in,,
1401MM74,Shaileja,Shaileja@mycollege.in,,
1401CH78,Naman,Naman@mycollege.in,,
1401MM82,Govindam,Govindam@mycollege.in,,
1401CS95,Suryakant,Suryakant@mycollege.in,,
